214.63,Total functional habitat
1045.92,Maximum habitat
0.00,Channel width threshold
0.0,Slope threshold
0,Omit tidal reaches
UNIQUE_ID,type,catchmentID,habitat_sqkm,habitatSegment_sqkm,functional_habitatSegment_sqkm,PassageToHabitat,Decision
7703046,outlet,7703046.0,226.68583104506448,32.80018253740855,32.80018253740855,1.0,outlet
5205320,outlet,5205320.0,176.59058052353078,25.5822089038253,25.5822089038253,1.0,outlet
1737140,outlet,1737140.0,143.31251421852056,16.21215359642779,16.21215359642779,1.0,outlet
ME_ME00227,dam,805079.0,28.172127673406152,24.98890758800354,12.49445379400177,0.5,keep
6742822,outlet,6742822.0,89.7822825789731,7.486427671585453,7.486427671585453,1.0,outlet
2678762,outlet,2678762.0,7.522721167271067,6.555828154279987,6.555828154279987,1.0,outlet
MA_MA00973,dam,6782185.0,158.72973206607506,23.207754573029472,5.801938643257368,0.25,keep
ME_ME00141,dam,1736758.0,121.25476156827955,11.407357087712095,5.703678543856047,0.5,keep
5197182,outlet,5197182.0,23.525619950966547,4.299808245383644,4.299808245383644,1.0,outlet
2676686,outlet,2676686.0,4.043007322682793,3.2883524685367544,3.2883524685367544,1.0,outlet
CT_16502,dam,7699992.0,184.69787895157788,6.457526718025683,3.2287633590128415,0.5,keep
6130319,outlet,6130319.0,7.420542600064693,3.0832164015771704,3.0832164015771704,1.0,outlet
5205436,outlet,5205436.0,4.166441637776451,2.935839534694782,2.935839534694782,1.0,outlet
5846422,outlet,5846422.0,14.63754560029546,2.796754989257772,2.796754989257772,1.0,outlet
5846424,outlet,5846424.0,14.600608691765743,2.759818080728056,2.759818080728056,1.0,outlet
7718580,outlet,7718580.0,35.1056749469519,2.576934227427421,2.576934227427421,1.0,outlet
6170754,outlet,6170754.0,23.058498928987895,2.5719015977415642,2.5719015977415642,1.0,outlet
5205314,outlet,5205314.0,4.905296607438531,2.490220216518393,2.490220216518393,1.0,outlet
ME_ME00061,dam,24893422.0,4.247609856899405,4.148109299650947,2.0740546498254737,0.5,keep
ME_D0799,dam,3322324.0,11.305723306998217,4.11486484175487,2.057432420877435,0.5,keep
2678314,outlet,2678314.0,2.0561087714117323,1.817050452126126,1.817050452126126,1.0,outlet
